interest_rate,unpaid_principal_bal,loan_term,loan_to_value,number_of_borrowers,debt_to_income_ratio,borrower_credit_score,insurance_percent,co-borrower_credit_score,insurance_type,m13
4.125,144000,360,66,1,39,757,0,0,0,0
3.24,78000,120,71,1,16,769,0,0,0,0
4.375,110000,360,67,2,21,773,0,786,0,0
4.75,76000,360,80,2,49,715,0,730,0,0
3.25,78000,180,49,2,42,809,0,809,0,0
3.75,288000,360,61,2,21,784,0,787,0,0
3.5,121000,180,97,2,25,741,35,720,0,0
4,467000,360,90,1,40,761,25,0,0,0
3.875,112000,240,82,2,24,741,6,771,0,0
4.625,40000,300,32,1,23,794,0,0,0,0
3.75,90000,240,36,1,47,741,0,0,0,0
4.375,133000,360,75,2,24,811,0,814,0,0
4.375,80000,180,64,1,32,693,0,0,0,0
4,144000,360,76,1,25,790,0,0,0,0
3.99,417000,360,68,2,22,721,0,718,0,0
4.625,120000,360,75,1,44,812,0,0,0,0
3.5,152000,180,80,1,18,794,0,0,0,0
2.875,107000,180,80,1,38,758,0,0,0,0
3.375,236000,180,80,2,29,809,0,802,0,0
4.19,394000,360,32,2,38,798,0,791,0,0
3.875,80000,180,78,2,37,731,0,790,0,0
4.5,78000,360,80,2,39,761,0,773,0,0
3.902,210000,360,44,2,41,773,0,742,0,0
4.46,191000,360,95,2,38,763,30,760,0,0
3.25,417000,180,69,1,32,780,0,0,0,0
3.289,388000,180,76,1,38,769,0,0,0,0
3.875,219000,360,80,1,39,788,0,0,0,0
3.75,417000,360,78,1,33,798,0,0,0,0
3.625,200000,360,62,1,31,793,0,0,0,0
4.5,120000,360,72,1,43,674,0,0,0,0
3.875,164000,360,80,2,26,820,0,814,0,0
4.125,250000,360,57,1,42,817,0,0,0,0
3.75,417000,360,93,1,40,728,30,0,0,0
4.125,274000,360,30,2,19,783,0,791,0,0
3.25,100000,120,77,1,33,808,0,0,0,0
4,134000,360,67,2,34,784,0,784,0,0
4.25,50000,360,43,2,32,801,0,802,0,0
3.99,157000,360,89,1,41,744,25,0,0,0
3.875,113000,240,32,2,19,776,0,791,0,0
3.5,72000,120,76,2,44,778,0,782,0,0
4,243000,360,47,1,41,743,0,0,0,0
3.75,355000,360,57,1,48,807,0,0,0,0
3.5,150000,180,80,1,31,658,0,0,0,0
4.25,85000,360,60,1,14,819,0,0,0,0
3.375,366000,180,57,1,26,753,0,0,0,0
3.875,90000,360,80,1,36,786,0,0,0,0
4.5,101000,240,60,1,36,673,0,0,0,0
4.375,204000,360,80,2,25,746,0,802,0,0
3.75,177000,240,77,1,26,782,0,0,0,0
4.125,128000,360,75,2,19,791,0,793,0,0
3,224000,180,80,2,22,686,0,701,0,0
4.875,168000,360,93,2,28,800,30,788,0,0
4.125,193000,360,45,2,41,817,0,820,0,0
4.375,145000,300,84,1,42,699,12,0,0,0
3.25,135000,180,54,1,21,749,0,0,0,0
3.75,337000,360,80,2,27,752,0,796,0,0
3.875,192000,360,80,1,19,782,0,0,0,0
3.75,476000,180,80,2,30,768,0,764,0,0
3.25,94000,180,53,2,25,806,0,774,0,0
3.125,98000,180,60,2,21,785,0,767,0,0
4.125,417000,360,94,2,28,701,30,722,0,0
4.125,292000,360,75,1,39,768,0,0,0,0
4.375,230000,360,75,1,42,789,0,0,0,0
4.625,300000,360,66,1,45,783,0,0,0,0
3.25,78000,180,56,1,37,729,0,0,0,0
3.875,260000,360,54,2,17,811,0,787,0,0
3.625,417000,180,36,2,28,803,0,794,0,0
3.625,140000,180,26,2,37,803,0,812,0,0
3.25,180000,180,80,2,39,785,0,684,0,0
3,157000,180,80,1,19,807,0,0,0,0
4,175000,360,70,2,43,802,0,814,0,0
4.375,173000,360,75,1,33,784,0,0,0,0
4.25,260000,360,80,1,28,796,0,0,0,0
3.75,147000,120,70,2,44,814,0,807,0,0
4.25,311000,360,80,2,24,807,0,779,0,0
4.5,320000,360,74,1,42,685,0,0,0,0
4.5,313000,360,95,2,39,778,30,666,0,0
4.375,375000,360,80,2,35,785,0,779,0,0
3.75,170000,360,65,1,35,789,0,0,0,0
3.375,167000,180,61,2,38,728,0,766,0,0
4.125,45000,180,80,1,28,800,0,0,0,0
3.625,417000,180,60,2,9,804,0,789,0,0
3.75,120000,360,72,2,24,781,0,794,0,0
4.375,107000,240,68,2,25,670,0,786,0,0
3.875,84000,360,72,2,28,717,0,742,0,0
3.875,250000,360,48,2,30,783,0,796,0,0
3.25,194000,144,65,2,25,778,0,790,0,0
3.75,352000,360,80,2,37,806,0,797,0,0
4.5,417000,360,65,2,25,699,0,792,0,0
4.5,119000,360,75,2,17,809,0,802,0,0
4.125,284000,360,73,2,15,775,0,832,0,0
3.125,140000,180,27,2,34,765,0,747,0,0
4.75,172000,360,80,2,42,718,0,709,0,0
4.25,100000,360,80,1,13,803,0,0,0,0
3.875,411000,360,42,2,20,664,0,746,0,0
3.25,132000,120,37,2,22,715,0,708,0,0
3.95,413000,360,80,2,32,805,0,805,0,0
3.875,364000,360,80,2,38,796,0,796,0,0
4.125,95000,360,78,1,21,797,0,0,0,0
3.875,290000,240,53,2,34,797,0,797,0,0
4.125,284000,360,90,2,37,714,25,719,0,0
3.875,196000,360,84,2,18,812,12,812,0,0
3.375,100000,120,72,2,28,784,0,787,0,0
3.75,138000,360,80,1,25,755,0,0,0,0
3.375,275000,180,85,2,17,803,6,794,0,0
4,168000,360,80,2,23,816,0,809,0,0
4.625,137000,360,75,1,19,800,0,0,0,0
4.5,24000,240,80,1,18,764,0,0,0,0
3.25,395000,180,33,2,25,784,0,796,0,0
3.125,84000,120,50,2,30,780,0,778,0,0
4.5,417000,360,50,1,41,746,0,0,0,0
3.75,417000,360,77,2,48,777,0,814,0,0
4,354000,360,68,1,10,770,0,0,0,0
4.375,158000,360,43,1,27,803,0,0,0,0
4,600000,360,74,2,36,761,0,761,0,0
3.75,183000,240,90,2,28,775,12,794,0,0
3.875,148000,360,74,2,13,797,0,782,0,0
3.125,289000,120,45,2,14,767,0,792,0,0
4.625,53000,360,41,2,42,718,0,735,0,0
3.125,260000,180,70,2,34,797,0,797,0,0
3.875,296000,360,48,1,23,769,0,0,0,0
4,220000,360,74,2,33,744,0,740,0,0
4,120000,360,75,1,43,752,0,0,0,0
3.25,329000,180,79,2,14,796,0,807,0,0
3.5,136000,180,80,2,43,691,0,756,0,0
4,190000,360,95,1,44,777,30,0,0,0
4.5,144000,360,68,2,30,774,0,815,0,0
3.875,139000,360,80,2,28,741,0,752,0,0
4,174000,360,80,1,42,757,0,0,0,0
4.625,169000,360,75,1,43,801,0,0,0,0
3.875,176000,360,97,1,31,760,30,0,0,0
3.875,172000,360,95,2,43,791,30,802,0,0
3.875,98000,360,52,2,33,798,0,806,0,0
4.375,408000,360,86,2,14,778,12,807,0,0
3.125,70000,120,46,1,39,808,0,0,0,0
3.25,340000,180,80,2,24,811,0,806,0,0
3.875,389000,360,68,2,29,801,0,797,0,0
3.125,229000,180,55,2,31,738,0,746,0,0
4.75,93000,360,78,2,26,732,0,739,0,0
3.625,78000,180,50,1,18,812,0,0,0,0
3.99,417000,360,58,2,20,813,0,791,0,0
3.5,91000,180,40,2,29,735,0,782,0,0
3.375,495000,180,42,2,29,779,0,809,0,0
3.375,105000,120,42,2,22,790,0,807,0,0
4,214000,360,80,2,43,746,0,777,0,0
3.99,228000,360,39,2,41,811,0,801,0,0
3.25,180000,120,66,2,24,794,0,796,0,0
3.5,80000,180,66,1,15,720,0,0,0,0
4,160000,360,80,1,41,799,0,0,0,0
3.978,250000,360,69,2,25,730,0,728,0,0
3.875,400000,300,35,2,28,784,0,798,0,0
4,148000,360,80,1,17,808,0,0,0,0
3.75,140000,240,85,2,24,782,6,794,0,0
3.875,116000,240,50,2,21,812,0,815,0,0
3.875,175000,240,87,2,29,733,12,719,0,0
3.75,293000,360,80,2,37,782,0,782,0,0
3.99,208000,360,69,2,49,756,0,776,0,0
4.5,113000,360,75,1,40,798,0,0,0,0
3.875,402000,360,78,1,24,777,0,0,0,0
3.75,224000,360,72,1,27,774,0,0,0,0
3.875,405000,360,75,2,42,741,0,763,0,0
2.875,280000,180,80,1,22,794,0,0,0,0
4.25,123000,180,63,2,42,684,0,673,0,0
4.5,88000,360,80,2,36,801,0,795,0,0
4.5,331000,360,95,1,44,788,30,0,0,0
3,172000,120,57,2,19,713,0,791,0,0
4.03,417000,240,79,2,15,779,0,808,0,0
2.875,50000,120,34,2,19,790,0,809,0,0
3.375,75000,180,55,1,25,800,0,0,0,0
3.5,220000,180,61,2,20,814,0,817,0,0
4.375,412000,360,73,1,35,779,0,0,0,0
3.875,200000,360,72,2,26,799,0,808,0,0
3.875,387000,360,79,2,45,812,0,816,0,0
3.625,235000,360,71,1,24,745,0,0,0,0
3.125,77000,180,71,2,44,739,0,733,0,0
4.5,165000,360,69,2,42,763,0,748,0,0
3.5,128000,120,80,2,19,774,0,789,0,0
3.5,75000,180,50,2,22,795,0,779,0,0
4.125,157000,360,95,2,41,800,30,798,0,0
3,215000,120,52,2,9,808,0,808,0,0
3.75,220000,360,76,1,38,806,0,0,0,0
3.875,137000,300,80,2,24,779,0,763,0,0
3.875,54000,360,80,1,23,757,0,0,0,0
3.125,113000,180,63,2,29,778,0,777,0,0
3.375,161000,180,70,2,37,781,0,790,0,0
4.125,557000,360,48,2,48,811,0,795,0,0
4.358,400000,348,80,2,35,794,0,794,0,0
4.375,150000,360,25,2,43,716,0,704,0,0
3.875,125000,360,42,2,19,755,0,774,0,0
4.875,172000,360,75,1,38,792,0,0,0,0
3.5,220000,180,23,1,16,809,0,0,0,0
3.75,390000,360,84,2,39,761,12,781,1,0
4.5,76000,360,95,1,43,732,30,0,0,0
4,184000,360,35,1,13,799,0,0,0,0
4,240000,360,91,2,26,686,30,728,0,0
4,210000,360,80,2,40,820,0,777,0,0
3.75,123000,180,88,2,26,772,12,756,0,0
4.125,365000,360,74,2,36,793,0,790,0,0
4.25,203000,360,95,1,42,685,30,0,0,0
4,404000,360,80,2,36,779,0,808,0,0
4.875,139000,360,75,2,41,787,0,751,0,0
4.5,75000,360,80,1,43,661,0,0,0,0
3.875,190000,360,46,2,18,797,0,786,0,0
3.625,193000,360,79,2,26,773,0,797,0,0
3.875,235000,360,55,2,15,810,0,799,0,0
3.875,340000,360,70,2,28,731,0,737,0,0
3.875,109000,240,63,2,32,817,0,814,0,0
2.99,174000,120,69,2,29,733,0,724,0,0
3.875,404000,360,63,2,13,790,0,800,0,0
5.375,75000,360,75,2,36,692,0,788,0,0
3.25,100000,120,42,2,23,789,0,794,0,0
3.375,417000,180,74,1,39,793,0,0,0,0
4.625,389000,360,90,1,40,716,25,0,1,0
4.25,280000,360,95,2,39,739,30,736,0,0
3,280000,180,74,2,47,805,0,805,0,0
4.25,136000,360,78,1,22,723,0,0,0,0
3.875,401000,360,53,2,24,801,0,803,0,0
3.875,228000,360,80,1,37,785,0,0,0,0
3.875,70000,360,40,2,27,816,0,819,0,0
3.375,190000,180,66,1,29,819,0,0,0,0
3.5,60000,180,64,1,34,681,0,0,0,0
3.795,213000,360,75,2,25,784,0,758,0,0
3.875,361000,360,24,1,38,824,0,0,0,0
4.125,134000,240,58,1,35,797,0,0,0,0
4.5,81000,360,75,1,38,793,0,0,0,0
4.25,208000,360,72,1,50,809,0,0,0,0
3.25,234000,180,89,2,41,762,12,710,0,0
4.375,508000,360,51,1,27,801,0,0,0,0
3.875,184000,360,80,1,42,800,0,0,0,0
4.125,266000,360,92,1,41,759,25,0,0,0
3.25,37000,180,47,1,37,782,0,0,0,0
3.75,200000,180,77,1,17,746,0,0,0,0
3.75,390000,360,52,1,33,765,0,0,0,0
3,108000,180,27,1,22,817,0,0,0,0
3.875,193000,300,72,2,39,692,0,770,0,0
3.99,455000,360,68,1,43,782,0,0,0,0
3.375,153000,180,76,2,21,766,0,773,0,0
4.125,118000,360,80,2,33,795,0,811,0,0
3.25,280000,180,39,2,25,792,0,809,0,0
4,195000,360,87,2,29,757,25,785,0,0
3.875,417000,360,58,2,38,774,0,788,0,0
3.875,249000,240,52,2,11,802,0,803,0,0
4.5,163000,360,75,1,42,751,0,0,0,0
3.875,162000,360,83,2,27,752,12,707,0,0
4.25,150000,360,66,2,25,747,0,780,0,0
4.25,60000,180,80,1,22,798,0,0,0,0
4.375,109000,360,80,1,24,781,0,0,0,0
4.625,234000,360,75,1,24,809,0,0,0,0
3.75,274000,360,67,1,33,798,0,0,0,0
4.375,136000,360,69,1,34,640,0,0,0,0
3.875,180000,360,90,2,31,747,25,806,0,0
4.125,374000,360,75,1,47,756,0,0,0,0
4,331000,360,95,1,28,800,30,0,0,0
3.375,625000,180,39,2,21,791,0,795,0,0
4.875,238000,300,95,1,34,782,30,0,1,0
4.125,299000,360,72,2,30,742,0,727,0,0
3.875,204000,180,71,1,31,711,0,0,0,0
3.875,120000,360,73,2,20,773,0,787,0,0
4.5,123000,360,95,1,44,672,30,0,0,0
3.875,359000,360,89,1,29,801,25,0,0,0
3.875,140000,360,80,2,49,799,0,799,0,0
3.375,417000,180,20,2,9,806,0,792,0,0
3.25,105000,180,64,2,22,804,0,790,0,0
3,123000,180,80,1,6,792,0,0,0,0
4,146000,360,69,1,25,812,0,0,0,0
4.25,215000,360,90,1,39,809,25,0,0,0
3.875,342000,360,90,1,44,816,25,0,0,0
3.375,107000,144,54,2,17,812,0,816,0,0
4.5,233000,360,87,1,19,806,25,0,0,0
4.375,392000,360,70,2,37,796,0,811,0,0
4.5,138000,360,75,2,40,775,0,780,0,0
4,170000,180,60,1,36,790,0,0,0,0
3.25,216000,180,67,1,31,784,0,0,0,0
4.125,138000,240,71,1,44,763,0,0,0,0
2.875,248000,180,80,2,36,786,0,796,0,0
3.25,131000,120,38,2,17,814,0,763,0,0
4.75,103000,360,80,1,44,650,0,0,0,0
3.875,267000,360,89,2,30,808,25,809,0,0
3.25,166000,180,77,2,39,789,0,790,0,0
3.125,248000,180,80,1,24,792,0,0,0,0
3,298000,180,55,2,45,730,0,736,0,0
4,138000,360,90,1,26,800,25,0,0,0
3.375,100000,180,77,2,40,672,0,791,0,0
3.5,223000,180,80,2,35,766,0,758,0,0
3.75,54000,240,66,1,37,684,0,0,0,0
4.25,120000,360,60,2,15,813,0,812,0,0
4.125,180000,360,71,1,46,815,0,0,0,0
3.625,202000,180,26,1,37,794,0,0,0,0
3.375,193000,180,62,1,15,727,0,0,0,0
4.375,146000,360,95,2,45,746,30,781,0,0
3.875,200000,360,65,2,23,719,0,772,0,0
4.375,540000,360,90,1,37,784,25,0,0,0
4,125000,360,74,2,42,751,0,768,0,0
4.75,120000,360,80,2,31,805,0,692,0,0
3.875,75000,120,18,1,33,797,0,0,0,0
3.25,150000,180,47,2,23,795,0,798,0,0
4,219000,360,30,2,35,815,0,824,0,0
4,93000,360,88,1,20,813,25,0,0,0
3.5,120000,360,55,1,38,783,0,0,0,0
3.074,100000,180,77,1,26,790,0,0,0,0
3.375,409000,180,52,2,37,800,0,759,0,0
4,400000,360,78,1,43,793,0,0,0,0
3.25,176000,180,53,2,20,808,0,793,0,0
3.875,332000,360,80,1,26,713,0,0,0,0
3.91,111000,240,75,2,23,810,0,805,0,0
4.75,86000,360,80,1,42,690,0,0,0,0
3,96000,180,71,2,43,786,0,705,0,0
4,118000,360,80,1,48,801,0,0,0,0
3.5,216000,240,76,1,18,800,0,0,0,0
3.875,410000,360,64,2,16,790,0,786,0,0
3.875,296000,360,86,2,35,819,12,809,0,0
3.375,125000,180,53,2,18,807,0,801,0,0
4.25,180000,360,90,1,31,707,25,0,0,0
3.875,375000,360,60,1,30,762,0,0,0,0
4.25,205000,360,79,1,28,744,0,0,0,0
4.375,118000,204,70,2,23,784,0,790,0,0
3.875,250000,360,54,2,30,781,0,784,0,0
4.125,35000,180,80,1,44,752,0,0,0,0
3.75,239000,360,87,2,26,808,25,799,0,0
4.25,161000,240,60,2,33,788,0,781,0,0
3.75,300000,360,75,1,26,794,0,0,0,0
3.375,195000,120,41,2,27,765,0,820,0,0
3.25,110000,180,30,2,18,735,0,720,0,0
4,417000,240,45,2,30,733,0,689,0,0
3.625,74000,240,76,2,19,740,0,794,0,0
3.875,153000,360,59,2,40,774,0,783,0,0
3.875,316000,360,80,2,40,751,0,786,0,0
4,180000,240,66,1,29,783,0,0,0,0
3.875,242000,360,75,2,30,770,0,769,0,0
4.125,409000,360,68,2,24,737,0,797,0,0
4.5,152000,360,80,1,35,754,0,0,0,0
4.625,225000,360,59,2,32,643,0,688,0,0
3,250000,180,64,1,45,767,0,0,0,0
3.875,412000,360,53,2,44,805,0,798,0,0
3.99,236000,360,51,2,22,776,0,703,0,0
4.75,238000,360,95,2,30,787,30,789,0,0
4.5,113000,360,61,1,36,758,0,0,0,0
3.25,311000,180,90,2,31,803,12,815,0,0
3.875,231000,360,31,2,37,811,0,800,0,0
4,180000,360,72,1,27,806,0,0,0,0
4,160000,360,80,2,39,773,0,784,0,0
4.25,226000,360,58,2,44,763,0,765,0,0
3.375,107000,120,54,2,29,819,0,811,0,0
3.375,118000,180,66,1,38,718,0,0,0,0
3.99,107000,240,26,2,19,815,0,791,0,0
3.5,417000,180,39,1,24,801,0,0,0,0
4.25,500000,360,73,2,46,767,0,801,0,0
4.25,181000,360,95,1,40,758,30,0,0,0
4.125,186000,360,71,1,38,722,0,0,0,0
3,281000,180,58,2,39,804,0,801,0,0
4.375,371000,360,96,2,28,726,30,737,0,0
4.375,154000,360,75,2,47,769,0,789,0,0
3.875,241000,360,67,2,19,817,0,751,0,0
3.75,206000,360,36,1,15,806,0,0,0,0
3.875,200000,360,70,2,16,763,0,779,0,0
4,228000,240,62,2,44,784,0,784,0,0
5,169000,360,75,2,50,766,0,789,0,0
3.25,148000,180,56,2,19,746,0,756,0,0
3.875,456000,360,80,1,40,779,0,0,0,0
2.875,189000,120,51,2,34,800,0,775,0,0
3.875,140000,240,80,1,43,717,0,0,0,0
4.625,490000,360,70,1,32,766,0,0,0,0
3.25,129000,180,74,2,20,790,0,800,0,0
3.25,131000,120,66,2,18,788,0,796,0,0
3.875,168000,360,89,1,45,723,25,0,0,0
4.125,382000,360,95,2,29,756,30,682,0,0
3.875,141000,240,85,1,42,731,6,0,0,0
3.5,288000,180,80,2,23,770,0,816,0,0
4.25,149000,360,87,2,45,737,25,734,0,0
3.75,316000,360,74,1,49,727,0,0,0,0
3.25,229000,180,79,1,34,818,0,0,0,0
3,62000,120,50,2,33,723,0,729,0,0
3.25,65000,180,39,2,12,802,0,800,0,0
4,603000,360,80,2,32,790,0,780,0,0
3,85000,180,50,1,44,665,0,0,0,0
3.875,101000,360,53,2,11,804,0,819,0,0
3.375,99000,180,40,2,12,763,0,775,0,0
3.875,239000,360,79,2,30,796,0,796,0,0
3.25,382000,180,41,2,23,789,0,817,0,0
3.875,391000,360,45,2,30,802,0,784,0,0
3.125,89000,180,66,1,37,749,0,0,0,0
3.25,320000,180,59,1,24,787,0,0,0,0
3.5,85000,120,43,2,15,807,0,818,0,0
4.125,413000,360,51,2,48,790,0,802,0,0
3,251000,120,34,2,25,789,0,786,0,0
3.125,190000,180,66,2,40,804,0,802,0,0
3.75,48000,360,50,1,29,804,0,0,0,0
3.25,83000,180,49,2,22,799,0,808,0,0
4.125,307000,360,54,2,32,822,0,811,0,0
4.25,100000,360,25,2,21,804,0,798,0,0
4.125,295000,360,66,2,27,791,0,794,0,0
3.375,151000,120,66,2,43,785,0,775,0,0
3.875,376000,360,95,1,35,782,30,0,0,0
2.975,140000,180,80,1,25,688,0,0,0,0
4.375,152000,360,80,2,34,790,0,768,0,0
4.125,114000,360,76,1,15,715,0,0,0,0
4.875,95000,360,90,1,32,681,25,0,0,0
4,68000,360,57,2,26,778,0,796,0,0
4,133000,360,52,2,39,823,0,823,0,0
3.875,287000,360,70,2,26,707,0,687,0,0
4,95000,180,45,1,44,770,0,0,0,0
3.375,135000,180,25,2,35,786,0,791,0,0
3.5,202000,180,34,2,27,790,0,762,0,0
3.99,382000,360,80,2,42,780,0,780,0,0
3,80000,180,70,2,17,793,0,801,0,0
3.75,77000,180,87,1,15,804,25,0,0,0
3.875,104000,180,73,2,41,772,0,760,0,0
3.625,306000,360,80,1,43,743,0,0,0,0
3.71,417000,360,59,2,20,790,0,788,0,0
3.875,188000,180,75,2,46,778,0,795,0,0
4.25,480000,360,80,2,43,775,0,772,0,0
4.75,126000,360,80,1,45,676,0,0,0,0
3.25,153000,180,73,2,18,804,0,814,0,0
4.125,477000,360,75,2,45,790,0,799,0,0
3.375,100000,180,20,2,31,777,0,787,0,0
3.625,177000,180,74,2,22,762,0,768,0,0
4,399000,360,60,2,42,713,0,725,0,0
4.125,149000,240,64,2,45,709,0,688,0,0
4.25,96000,360,54,2,27,786,0,801,0,0
4,132000,360,80,1,15,717,0,0,0,0
3.875,255000,360,64,2,23,786,0,812,0,0
4.875,104000,360,80,1,29,699,0,0,0,0
4.125,139000,360,33,1,20,803,0,0,0,0
3.25,230000,120,36,2,25,782,0,785,0,0
3.875,354000,360,80,2,14,758,0,800,0,0
3.25,105000,180,39,2,31,798,0,791,0,0
3.875,306000,360,33,1,45,766,0,0,0,0
3.875,313000,360,61,2,41,769,0,776,0,0
3.375,40000,120,12,2,15,812,0,812,0,0
3.25,101000,180,74,2,15,770,0,799,0,0
3.875,160000,360,16,1,31,797,0,0,0,0
4,96000,360,80,1,38,779,0,0,0,0
4.375,84000,360,63,2,22,795,0,803,0,0
3.375,200000,180,80,2,23,805,0,803,0,0
3.125,111000,180,80,1,35,780,0,0,0,0
2.75,276000,120,51,2,26,798,0,798,0,0
4,300000,360,66,2,18,799,0,807,0,0
4,254000,360,80,1,25,778,0,0,0,0
3.875,329000,180,72,2,20,741,0,805,0,0
3.375,162000,180,71,2,39,797,0,785,0,0
3.25,71000,180,50,1,15,816,0,0,0,0
4.5,115000,360,80,2,32,761,0,790,0,0
3.875,370000,360,70,1,29,800,0,0,0,0
4.125,113000,360,44,2,22,798,0,798,0,0
3.75,417000,360,58,2,34,797,0,813,0,0
3.5,286000,120,78,2,30,819,0,751,0,0
3.5,273000,180,77,2,25,791,0,725,0,0
3,27000,180,80,1,16,775,0,0,0,0
4.625,64000,360,72,2,42,716,0,743,0,0
2.75,100000,180,42,1,24,756,0,0,0,0
3.75,334000,240,79,2,31,801,0,808,0,0
3.875,122000,300,80,2,11,779,0,797,0,0
4.375,74000,360,78,1,26,723,0,0,0,0
4.5,147000,360,67,1,28,768,0,0,0,0
3.25,164000,180,74,2,23,756,0,663,0,0
4.375,124000,360,78,1,25,777,0,0,0,0
3.875,164000,360,72,1,44,746,0,0,0,0
4.375,93000,360,78,1,18,696,0,0,0,0
3.25,226000,180,38,2,45,823,0,823,0,0
3.25,150000,180,34,2,41,772,0,735,0,0
3.25,129000,180,79,1,28,781,0,0,0,0
4.5,120000,360,80,1,49,757,0,0,0,0
3.75,204000,360,80,2,26,716,0,705,0,0
5,66000,240,70,2,44,778,0,793,0,0
4.08,417000,360,44,2,26,784,0,797,0,0
4.375,192000,360,79,2,39,746,0,701,0,0
4.876,109000,360,66,1,33,634,0,0,0,0
3.875,240000,240,78,1,48,727,0,0,0,0
3.75,135000,360,48,1,22,797,0,0,0,0
3.375,290000,180,43,2,28,816,0,810,0,0
4.25,417000,360,76,2,31,771,0,765,0,0
3.375,109000,180,41,1,43,707,0,0,0,0
4.25,364000,360,60,1,33,798,0,0,0,0
4,94000,360,75,2,24,798,0,788,0,0
4,163000,360,32,2,25,802,0,802,0,0
4.125,98000,180,75,2,47,747,0,693,0,0
4,260000,360,80,2,43,801,0,803,0,0
3.875,380000,360,70,2,37,797,0,825,0,0
4.125,51000,360,80,1,45,737,0,0,0,0
4.375,451000,360,76,2,34,803,0,797,0,0
3.25,240000,180,70,2,35,778,0,778,0,0
3.25,227000,180,36,2,35,728,0,735,0,0
3.185,368000,180,70,2,16,756,0,757,0,0
3.25,128000,180,74,2,10,813,0,799,0,0
4,118000,360,80,2,30,805,0,810,0,0
4.625,101000,360,75,2,43,717,0,739,0,0
4.125,150000,240,60,2,23,754,0,783,0,0
4,266000,360,80,2,29,791,0,780,0,0
3.875,340000,360,76,1,46,728,0,0,0,0
3.5,90000,180,57,2,19,812,0,794,0,0
4.75,178000,360,75,2,33,772,0,797,0,0
4.25,57000,360,52,1,13,796,0,0,0,0
4,104000,360,90,1,29,737,25,0,0,0
3.125,192000,144,80,1,35,778,0,0,0,0
3.375,172000,180,40,2,22,760,0,802,0,0
4,180000,360,80,2,20,797,0,800,0,0
3.875,144000,360,30,1,32,805,0,0,0,0
